,Company,Product Type,Production Year,Greenhouse Gas Emissions,Pollutants Emitted,Water Consumption,Energy Consumption,Waste Generation,Sales Revenue
5840,Adidas,Polyester,2019,2896,24,5875,1421,221,497309
5841,Nike,Cotton,2019,2991,18,5413,1395,266,557704
5842,Urban Outfitters,Linen,2020,2240,18,7509,1183,266,453942
5843,Nike,Wool,2021,4044,24,4615,1456,280,475335
5844,Nike,Nylon,2022,1883,22,5845,1342,318,439523
5845,Zara,Polyester,2022,5423,18,5194,877,307,553132
5846,Adidas,Viscose,2022,3828,11,5553,1351,216,454376
5847,Zara,Recycled Poly,2022,2837,22,5456,1218,239,578451
5848,Urban Outfitters,Polyester,2019,4128,25,6425,773,150,509754
5849,Nike,Linen,2022,2525,20,7141,1241,340,488430
5850,Adidas,Synthetic Blend,2020,4903,20,7937,819,316,458636
5851,Adidas,Synthetic Blend,2019,3972,17,4228,1433,269,427032
5852,Forever 21,Polyester,2021,3573,11,7850,1451,211,574906
5853,Nike,Viscose,2020,3755,19,7821,1160,288,591919
5854,Nike,Organic Cotton,2022,1968,24,4857,1407,336,452377
5855,Adidas,Tencel,2019,2400,12,7252,773,196,523140
5856,Nike,Wool,2019,2575,25,4322,1027,215,488832
5857,Urban Outfitters,Tencel,2022,3581,23,6603,1166,163,547819
5858,Zara,Organic Cotton,2018,5436,9,6546,1079,315,425232
5859,Urban Outfitters,Recycled Poly,2021,3580,14,5817,1114,195,486943
5860,Adidas,Recycled Poly,2021,4541,23,4626,703,346,550031
5861,Forever 21,Tencel,2018,3891,24,4164,1192,281,582925
5862,Adidas,Linen,2022,5885,24,6717,1036,191,590856
5863,Adidas,Viscose,2022,5360,15,5592,1279,177,556099
5864,Nike,Organic Cotton,2020,3993,12,7548,1395,300,562959
5865,Adidas,Tencel,2020,5505,13,6159,869,252,458484
5866,Forever 21,Polyester,2018,5235,20,4428,1023,304,571332
5867,Nike,Recycled Poly,2021,4127,23,7490,1256,339,549533
5868,Zara,Organic Cotton,2020,3634,15,7937,909,168,589764
5869,Urban Outfitters,Viscose,2019,2383,15,6626,1005,276,506368
5870,Urban Outfitters,Nylon,2022,5265,12,7519,1175,247,514575
5871,Zara,Recycled Poly,2018,1967,9,7219,744,193,550734
5872,Forever 21,Microfiber,2020,4722,25,6745,1473,268,434785
5873,Zara,Organic Cotton,2018,2825,19,4931,1225,316,434000
5874,Urban Outfitters,Cotton,2018,1822,19,7687,920,276,520421
5875,Forever 21,Cotton,2019,5631,14,6903,1209,223,597084
5876,Urban Outfitters,Recycled Poly,2019,5037,25,6770,1325,271,503167
5877,Adidas,Nylon,2018,4650,14,6737,966,344,474108
5878,Forever 21,Linen,2019,2015,23,5331,1156,304,470545
5879,Zara,Synthetic Blend,2020,3856,17,7314,817,301,567976
5880,Urban Outfitters,Wool,2020,4385,21,4720,1348,217,595408
5881,Adidas,Tencel,2020,1851,13,7141,1204,264,594282
5882,Zara,Organic Cotton,2021,3672,22,6162,1039,151,589622
5883,Urban Outfitters,Polyester,2020,2699,13,5431,790,315,451086
5884,Zara,Cotton,2018,5359,23,4534,719,272,513094
5885,Forever 21,Nylon,2020,4075,20,5696,1139,169,582330
5886,Urban Outfitters,Microfiber,2021,4883,9,7967,794,334,507266
5887,Zara,Synthetic Blend,2019,4029,9,7148,783,150,468593
5888,Urban Outfitters,Wool,2020,4603,23,5550,1411,227,540963
5889,Nike,Microfiber,2021,4771,23,7614,897,335,456508
5890,Forever 21,Wool,2021,5729,18,4342,1482,165,508489
5891,Zara,Microfiber,2022,4457,9,7245,1470,335,459817
5892,Adidas,Cotton,2018,4232,22,7116,1419,197,450744
5893,Nike,Linen,2018,5225,12,7431,1084,235,477750
5894,Urban Outfitters,Cotton,2018,4437,15,7178,1003,192,562389
5895,Forever 21,Polyester,2021,2375,22,4610,1292,201,436360
5896,Forever 21,Wool,2021,2712,20,7553,757,272,449242
5897,Zara,Microfiber,2021,2797,21,6473,755,206,533630
5898,Urban Outfitters,Polyester,2020,2280,17,4485,822,267,592207
5899,Forever 21,Wool,2021,5429,22,6763,907,176,575824
5900,Forever 21,Synthetic Blend,2021,5430,10,6325,1336,249,596449
5901,Zara,Tencel,2021,4021,22,7389,770,188,459210
5902,Forever 21,Tencel,2019,1950,25,6742,1468,275,561834
5903,Forever 21,Synthetic Blend,2021,5505,25,7712,1216,189,487099
5904,Adidas,Linen,2020,5103,25,7034,1101,287,599977
5905,Urban Outfitters,Recycled Poly,2021,3877,25,4767,1412,209,423200
5906,Zara,Viscose,2021,2330,19,5054,1199,235,574772
5907,Nike,Polyester,2018,3392,15,5575,1163,188,592456
5908,Zara,Nylon,2020,4928,23,7132,1449,283,437336
5909,Nike,Polyester,2022,3105,14,7880,1000,342,526355
5910,Nike,Viscose,2018,3765,23,4326,1130,233,434663
5911,Forever 21,Synthetic Blend,2019,3574,12,5530,1283,254,587427
5912,Adidas,Linen,2022,2502,16,4483,1369,306,436445
5913,Nike,Nylon,2022,2410,16,5561,1294,155,426903
5914,Nike,Linen,2022,2194,18,5770,1451,228,493773
5915,Forever 21,Synthetic Blend,2018,4643,11,5345,800,304,478389
5916,Forever 21,Synthetic Blend,2019,5851,11,7544,1420,310,439043
5917,Forever 21,Wool,2019,5355,10,4086,1338,278,531660
5918,Zara,Wool,2021,2394,18,5262,782,259,587427
5919,Urban Outfitters,Microfiber,2018,2642,24,7109,1177,325,459875
5920,Forever 21,Synthetic Blend,2019,1816,22,7639,1180,162,566045
5921,Zara,Organic Cotton,2022,4623,13,5147,1394,152,486832
5922,Forever 21,Wool,2021,5769,19,6874,1195,195,494677
5923,Zara,Polyester,2019,2281,15,4342,1074,166,556295
5924,Urban Outfitters,Nylon,2021,4647,22,4729,1491,188,599898
5925,Nike,Viscose,2020,5635,22,5081,1360,175,579913
5926,Nike,Viscose,2020,5945,15,4741,1071,169,577046
5927,Forever 21,Polyester,2018,1882,13,7526,1113,209,475640
5928,Nike,Viscose,2019,2987,23,7765,1469,274,544118
5929,Zara,Tencel,2020,4306,14,5731,1218,194,481548
5930,Forever 21,Wool,2020,4837,17,4813,1410,221,487126
5931,Forever 21,Recycled Poly,2018,3774,25,6595,704,180,451644
5932,Nike,Wool,2020,5709,21,6465,983,349,446123
5933,Nike,Nylon,2019,4769,20,7301,954,190,473682
5934,Urban Outfitters,Organic Cotton,2018,5930,15,6497,1206,212,450777
5935,Urban Outfitters,Organic Cotton,2019,4419,13,6791,1434,206,458589
5936,Nike,Cotton,2020,2985,12,7025,909,295,511602
5937,Urban Outfitters,Viscose,2021,4469,22,4679,1264,151,548668
5938,Adidas,Cotton,2020,1955,9,5721,1426,216,505379
5939,Nike,Tencel,2018,4297,25,4699,1327,224,430922
5940,Urban Outfitters,Wool,2022,3104,25,5552,891,243,511042
5941,Forever 21,Linen,2019,3350,23,4095,1484,259,461216
5942,Nike,Tencel,2021,3582,21,4079,1236,165,516256
5943,Nike,Tencel,2019,2913,22,4588,1473,201,594166
5944,Zara,Microfiber,2021,4857,9,4260,786,244,471895
5945,Adidas,Wool,2021,2000,15,7422,1007,346,445022
5946,Nike,Linen,2021,4564,21,7486,1414,289,553516
5947,Urban Outfitters,Cotton,2021,2535,16,5800,1304,300,560804
5948,Urban Outfitters,Polyester,2022,2054,19,5016,1218,197,561459
5949,Forever 21,Tencel,2018,3240,13,6681,1495,207,592743
5950,Forever 21,Microfiber,2020,5510,20,7461,899,344,589124
5951,Urban Outfitters,Microfiber,2020,4160,19,4466,862,310,505902
5952,Urban Outfitters,Recycled Poly,2019,3054,9,6218,1372,202,493564
5953,Urban Outfitters,Synthetic Blend,2020,2877,21,4499,914,282,434911
5954,Urban Outfitters,Nylon,2022,4880,10,7751,1446,260,569501
5955,Forever 21,Wool,2019,3954,19,4304,737,248,592496
5956,Forever 21,Cotton,2022,3044,13,4289,1090,187,572624
5957,Forever 21,Microfiber,2018,4307,14,5985,1219,245,549856
5958,Zara,Polyester,2019,5253,15,6596,712,242,518724
5959,Forever 21,Organic Cotton,2021,3243,19,6566,735,325,572376
5960,Urban Outfitters,Viscose,2020,2400,13,4877,1026,193,563423
5961,Forever 21,Tencel,2022,1813,25,7111,1481,282,520558
5962,Zara,Tencel,2018,2551,9,5885,801,222,576195
5963,Adidas,Cotton,2021,2010,16,7194,1123,280,427692
5964,Forever 21,Wool,2020,5941,18,5069,1500,347,491301
5965,Adidas,Linen,2019,2725,15,4711,1141,332,549591
5966,Urban Outfitters,Microfiber,2019,3632,11,6929,1301,169,599293
5967,Forever 21,Polyester,2020,3708,25,7653,1004,328,483095
5968,Zara,Viscose,2021,5799,19,7926,1489,246,554378
5969,Nike,Recycled Poly,2018,2795,10,4269,1238,341,543869
5970,Nike,Linen,2019,2549,16,4429,825,190,521304
5971,Nike,Viscose,2021,4332,21,4030,922,164,454378
5972,Adidas,Nylon,2019,2391,24,6161,816,264,424446
5973,Nike,Recycled Poly,2019,2951,24,7506,1022,284,562722
5974,Forever 21,Nylon,2018,4400,14,4099,1124,205,426371
5975,Nike,Nylon,2021,4618,13,7545,1164,192,523872
5976,Zara,Tencel,2022,2643,9,6354,1052,207,445392
5977,Zara,Polyester,2018,5565,14,7103,1031,166,479114
5978,Urban Outfitters,Wool,2019,3078,15,6225,1367,154,439703
5979,Adidas,Wool,2021,2062,14,4122,1279,317,566807
5980,Zara,Viscose,2020,1840,11,7545,1473,220,521755
5981,Forever 21,Microfiber,2018,3735,21,4146,1176,276,457440
5982,Urban Outfitters,Recycled Poly,2018,4112,20,4198,1412,332,569791
5983,Forever 21,Polyester,2021,3476,20,4936,946,202,515006
5984,Zara,Nylon,2021,3335,22,4540,1033,167,429349
5985,Nike,Viscose,2020,4895,12,5987,950,159,515207
5986,Zara,Organic Cotton,2018,3495,16,6693,828,157,575105
5987,Urban Outfitters,Linen,2019,2251,13,5201,700,272,501107
5988,Zara,Wool,2019,4568,22,5699,1045,211,481997
5989,Forever 21,Polyester,2019,4944,16,6707,1229,242,545964
5990,Nike,Cotton,2019,2628,19,7578,1216,154,423057
5991,Zara,Tencel,2020,2635,21,4580,1398,246,547963
5992,Nike,Polyester,2018,4340,22,6127,946,315,451792
5993,Nike,Microfiber,2020,1844,9,4922,1291,215,585969
5994,Nike,Organic Cotton,2022,4179,21,7523,1460,223,588514
5995,Adidas,Polyester,2018,5912,12,7124,1361,303,425572
5996,Adidas,Cotton,2019,1817,12,5537,1056,176,577298
5997,Forever 21,Tencel,2022,1857,21,7047,716,302,449384
5998,Urban Outfitters,Organic Cotton,2018,5539,19,4491,1460,298,462340
5999,Urban Outfitters,Linen,2021,4702,9,5149,1110,174,522616
6000,Adidas,Wool,2019,4124,15,7003,1318,322,533058
6001,Nike,Microfiber,2022,5888,14,4041,845,150,487394
6002,Forever 21,Linen,2018,2044,16,5570,1389,236,479633
6003,Nike,Linen,2021,4219,11,5034,998,186,542949
6004,Zara,Wool,2022,5386,18,5380,923,166,497750
6005,Nike,Viscose,2020,4709,9,7920,1273,163,433039
6006,Adidas,Wool,2022,1951,22,6944,1296,239,499956
6007,Urban Outfitters,Cotton,2020,5279,17,4553,1159,326,456437
6008,Forever 21,Synthetic Blend,2019,5181,11,4155,1324,156,568240
6009,Forever 21,Recycled Poly,2020,4449,10,6641,1234,179,489236
6010,Urban Outfitters,Wool,2020,5420,10,4617,902,257,421580
6011,Urban Outfitters,Synthetic Blend,2018,5830,10,7212,1138,153,463885
6012,Adidas,Organic Cotton,2019,4549,19,7719,907,319,592600
6013,Zara,Cotton,2020,2564,23,5725,890,197,563127
6014,Zara,Viscose,2020,4250,11,6014,1078,218,597987
6015,Zara,Nylon,2021,3826,23,6515,737,239,564012
6016,Nike,Tencel,2019,2730,23,4769,1328,202,475387
6017,Forever 21,Microfiber,2022,2646,9,7116,1481,289,462895
6018,Forever 21,Microfiber,2020,5355,12,4559,762,350,520340
6019,Nike,Microfiber,2020,5148,24,5540,965,268,565490
6020,Nike,Microfiber,2019,4510,10,6273,967,240,435196
6021,Zara,Wool,2020,3830,13,5458,1179,153,572075
6022,Forever 21,Recycled Poly,2022,5338,12,4033,847,283,510269
6023,Nike,Nylon,2020,3753,25,6769,856,232,599169
6024,Nike,Recycled Poly,2018,3816,14,7845,1388,335,561952
6025,Urban Outfitters,Organic Cotton,2022,2765,12,7527,1276,285,429259
6026,Nike,Recycled Poly,2022,3480,10,7482,1046,199,423961
6027,Urban Outfitters,Linen,2019,1922,16,7325,754,208,567328
6028,Forever 21,Synthetic Blend,2018,2656,22,6610,1186,268,525342
6029,Forever 21,Recycled Poly,2018,2807,9,5345,713,275,446620
6030,Forever 21,Linen,2018,4699,24,5201,1477,228,511317
6031,Nike,Polyester,2021,2753,18,5012,1222,266,533767
6032,Urban Outfitters,Cotton,2022,4300,16,4476,1490,327,586130
6033,Nike,Organic Cotton,2021,5857,22,6491,1022,303,541069
6034,Forever 21,Recycled Poly,2022,4889,14,7018,1118,208,463008
6035,Urban Outfitters,Cotton,2019,3966,16,6003,1474,160,469979
6036,Forever 21,Nylon,2022,2130,19,5675,1115,345,504186
6037,Zara,Synthetic Blend,2018,3713,18,4783,721,264,524117
6038,Forever 21,Wool,2019,3031,25,5818,1093,327,563473
6039,Zara,Wool,2021,2073,20,7319,1438,310,442740
6040,Forever 21,Nylon,2021,1860,14,6788,974,197,482322
6041,Urban Outfitters,Cotton,2021,3850,15,5894,955,286,431864
6042,Zara,Cotton,2018,3952,15,5176,776,198,510297
6043,Urban Outfitters,Nylon,2021,2970,22,4509,766,177,495222
6044,Urban Outfitters,Microfiber,2019,2006,23,4839,961,268,561211
6045,Urban Outfitters,Cotton,2020,4356,12,5149,1031,239,529460
6046,Nike,Linen,2019,2326,12,7188,1105,281,559930
6047,Nike,Viscose,2019,5113,21,4947,1184,313,424937
6048,Zara,Tencel,2022,3999,16,6247,899,161,452656
6049,Nike,Tencel,2020,5682,25,7013,806,253,517916
6050,Urban Outfitters,Polyester,2022,2186,17,7674,770,280,599250
6051,Forever 21,Polyester,2019,4104,18,7883,1111,333,468387
6052,Forever 21,Tencel,2019,5340,11,5914,910,217,518968
6053,Zara,Tencel,2021,3582,22,7418,906,170,488657
6054,Forever 21,Cotton,2018,2499,15,5849,836,345,459768
6055,Forever 21,Cotton,2022,1856,18,5390,706,316,480085
6056,Zara,Wool,2022,3682,17,6325,814,317,441209
6057,Urban Outfitters,Synthetic Blend,2021,5178,17,6378,889,335,545115
6058,Adidas,Tencel,2021,2584,15,7595,939,336,544535
6059,Adidas,Recycled Poly,2021,2645,11,5490,1053,203,592795
6060,Forever 21,Recycled Poly,2020,5927,16,4139,879,172,472454
6061,Urban Outfitters,Linen,2018,5143,10,6669,944,212,552030
6062,Nike,Nylon,2021,5527,21,4054,858,280,549267
6063,Nike,Viscose,2018,5667,14,5694,1407,325,485765
6064,Forever 21,Tencel,2018,1831,19,6846,731,213,574051
6065,Zara,Microfiber,2021,2410,14,6175,1222,321,483791
6066,Urban Outfitters,Viscose,2019,4494,16,7857,1474,164,565793
6067,Adidas,Recycled Poly,2021,2589,17,5743,1285,239,485517
6068,Forever 21,Organic Cotton,2019,5254,25,6986,852,212,465700
6069,Zara,Linen,2019,4261,25,5697,801,323,442412
6070,Nike,Microfiber,2019,3693,10,7348,1411,249,550625
6071,Forever 21,Polyester,2018,4089,21,6012,738,171,492600
6072,Zara,Recycled Poly,2022,1807,17,5207,1148,176,461539
6073,Zara,Tencel,2019,5239,13,5167,1261,264,500627
6074,Forever 21,Organic Cotton,2021,3322,15,7343,1159,289,589486
6075,Forever 21,Microfiber,2018,5729,16,7289,833,265,540374
6076,Urban Outfitters,Polyester,2021,3342,19,6623,767,330,482961
6077,Urban Outfitters,Tencel,2022,2203,22,5473,1491,271,496487
6078,Zara,Microfiber,2022,3856,16,7924,1125,253,483880
6079,Adidas,Linen,2020,5211,11,7711,1219,219,512679
6080,Adidas,Organic Cotton,2021,5510,24,6926,1207,284,514946
6081,Forever 21,Recycled Poly,2022,4065,19,6068,939,255,439322
6082,Forever 21,Wool,2022,3371,23,5194,1019,288,568261
6083,Adidas,Cotton,2022,4891,10,5155,833,218,489986
6084,Nike,Polyester,2019,4678,21,6033,1355,165,460738
6085,Zara,Linen,2022,3217,19,7233,1301,292,563276
6086,Zara,Microfiber,2018,1827,16,5794,1438,255,474610
6087,Adidas,Viscose,2020,1820,16,7416,1220,335,428113
6088,Nike,Cotton,2021,3892,11,6560,860,261,580155
6089,Forever 21,Polyester,2022,4874,19,5306,823,153,557365
6090,Urban Outfitters,Nylon,2022,5588,9,7549,1207,335,551711
6091,Adidas,Viscose,2019,2455,16,4523,1337,227,428461
6092,Adidas,Wool,2021,4807,18,4743,1067,160,437290
6093,Urban Outfitters,Organic Cotton,2021,4785,20,5308,1186,227,556689
6094,Urban Outfitters,Cotton,2019,2383,9,6807,1382,276,595541
6095,Zara,Organic Cotton,2021,2285,19,5288,1190,203,557198
6096,Nike,Nylon,2018,5115,9,7190,729,341,533138
6097,Urban Outfitters,Nylon,2021,2347,19,4793,781,262,519212
6098,Urban Outfitters,Polyester,2019,4202,18,6841,1083,246,577502
6099,Urban Outfitters,Viscose,2018,5980,11,5201,918,208,521467
6100,Forever 21,Linen,2020,5553,19,7469,1070,217,523074
6101,Zara,Microfiber,2022,3360,17,7173,884,256,425609
6102,Nike,Cotton,2019,3089,18,6490,1421,300,534094
6103,Forever 21,Microfiber,2021,2211,12,6104,1177,343,503944
6104,Forever 21,Tencel,2018,4162,12,5184,1354,155,470584
6105,Urban Outfitters,Cotton,2020,5444,17,5366,807,185,522325
6106,Zara,Viscose,2019,5487,10,7546,868,190,591692
6107,Forever 21,Cotton,2018,4185,18,4882,771,325,462814
6108,Zara,Cotton,2020,4450,19,7405,1150,305,580125
6109,Forever 21,Polyester,2018,5694,14,5403,1110,249,566018
6110,Urban Outfitters,Recycled Poly,2019,2270,21,6624,914,257,511346
6111,Urban Outfitters,Tencel,2019,5421,11,6651,1397,244,448615
6112,Zara,Synthetic Blend,2018,3734,21,5989,1166,273,519521
6113,Urban Outfitters,Viscose,2020,3452,13,6947,835,219,577673
6114,Urban Outfitters,Linen,2019,5633,11,6413,1131,270,502210
6115,Nike,Linen,2022,2768,13,4123,1319,228,507682
6116,Nike,Wool,2018,3137,17,7695,1005,202,566752
6117,Forever 21,Recycled Poly,2021,5460,21,6340,985,180,481747
6118,Urban Outfitters,Microfiber,2021,4008,25,5746,1218,304,572862
6119,Urban Outfitters,Viscose,2018,5723,25,5736,937,294,440635
6120,Nike,Nylon,2022,3760,19,6392,739,340,583374
6121,Nike,Viscose,2018,4105,18,5066,1177,221,468826
6122,Urban Outfitters,Polyester,2021,2928,20,5229,979,237,459468
6123,Urban Outfitters,Tencel,2021,2322,10,6464,1042,214,540603
6124,Adidas,Tencel,2021,4071,10,5869,1025,173,580862
6125,Adidas,Viscose,2018,3868,21,7267,707,211,537659
6126,Forever 21,Recycled Poly,2022,2053,16,5286,1123,283,576848
6127,Forever 21,Nylon,2018,4848,24,5967,1170,150,543126
6128,Nike,Polyester,2018,3367,15,7432,1315,310,465440
6129,Nike,Microfiber,2021,5716,18,7167,1392,250,484180
6130,Zara,Linen,2021,2349,25,5651,885,254,526531
6131,Urban Outfitters,Tencel,2021,2373,21,7694,938,207,567248
6132,Urban Outfitters,Cotton,2022,2777,16,4042,902,186,527498
6133,Adidas,Synthetic Blend,2022,5251,18,4111,1324,214,525486
6134,Urban Outfitters,Organic Cotton,2020,5785,23,4124,1496,230,478981
6135,Urban Outfitters,Synthetic Blend,2020,3835,17,7955,1276,316,508207
6136,Nike,Nylon,2019,2692,23,5557,874,162,561787
6137,Zara,Nylon,2019,3844,17,7759,1219,191,559627
6138,Zara,Polyester,2022,3134,9,5455,952,248,504238
6139,Zara,Synthetic Blend,2020,5071,25,5746,1333,257,576937
6140,Zara,Polyester,2018,3187,15,4770,791,230,454873
6141,Nike,Polyester,2020,2806,19,6610,1167,233,554749
6142,Nike,Recycled Poly,2021,5266,25,5709,795,316,465758
6143,Urban Outfitters,Linen,2022,3416,16,4926,944,234,534265
6144,Forever 21,Synthetic Blend,2019,1963,11,6258,974,215,504012
6145,Urban Outfitters,Microfiber,2021,2487,22,7558,1434,321,465940
6146,Forever 21,Organic Cotton,2018,5194,18,4267,714,204,440398
6147,Forever 21,Synthetic Blend,2018,5788,16,6737,884,313,526939
6148,Nike,Recycled Poly,2019,3894,22,5513,1417,242,493778
6149,Urban Outfitters,Nylon,2019,2304,16,7116,1477,288,493517
6150,Urban Outfitters,Linen,2019,5368,17,5239,1391,163,439956
6151,Forever 21,Tencel,2022,3216,25,7678,1316,179,498663
6152,Adidas,Organic Cotton,2019,4582,17,7381,884,237,585043
6153,Urban Outfitters,Recycled Poly,2022,5263,9,6033,1410,280,442192
6154,Adidas,Tencel,2020,5524,19,7468,774,212,487453
6155,Zara,Linen,2020,2522,25,7561,1452,231,424838
6156,Nike,Tencel,2019,3933,10,7105,1054,321,502645
6157,Nike,Microfiber,2020,2439,13,4243,1111,307,426051
6158,Urban Outfitters,Nylon,2018,4657,23,4895,1354,262,460772
6159,Nike,Cotton,2018,3700,12,5292,1247,219,519243
6160,Nike,Cotton,2022,3850,17,7653,1476,182,563405
6161,Zara,Organic Cotton,2020,1938,10,6393,868,349,475234
6162,Zara,Viscose,2020,2191,24,6294,1208,212,423956
6163,Nike,Wool,2019,2020,10,4982,1477,219,586204
6164,Adidas,Recycled Poly,2022,3103,21,4582,725,234,598613
6165,Nike,Organic Cotton,2020,4934,13,7637,1217,227,579121
6166,Urban Outfitters,Organic Cotton,2021,4627,23,6237,1408,206,480145
6167,Forever 21,Cotton,2022,4169,15,4293,730,298,598792
6168,Nike,Nylon,2022,5933,25,5447,1480,263,563378
6169,Urban Outfitters,Tencel,2019,1923,19,5975,884,335,553625
6170,Adidas,Viscose,2021,3426,9,6793,772,293,577944
6171,Forever 21,Microfiber,2020,4195,21,7096,1350,327,424646
6172,Urban Outfitters,Synthetic Blend,2020,5236,14,6741,1027,323,518877
6173,Urban Outfitters,Polyester,2019,3082,23,4407,1247,313,553057
6174,Urban Outfitters,Organic Cotton,2022,5502,19,4218,1293,291,428353
6175,Adidas,Polyester,2021,4596,13,4186,958,252,573464
6176,Zara,Linen,2020,3505,9,6591,1108,216,559714
6177,Nike,Linen,2021,3357,14,4169,852,226,584920
6178,Nike,Synthetic Blend,2018,5713,16,6602,803,296,546821
6179,Zara,Tencel,2022,1803,12,4276,885,164,471343
6180,Urban Outfitters,Linen,2019,2389,21,6532,1345,214,452853
6181,Urban Outfitters,Nylon,2021,5200,22,5124,1195,166,427652
6182,Urban Outfitters,Viscose,2019,4639,14,5814,1049,257,516120
6183,Adidas,Polyester,2022,3831,12,7906,1401,345,470534
6184,Zara,Wool,2018,2416,21,4327,1350,284,477987
6185,Adidas,Nylon,2020,3097,10,4243,1204,225,438209
6186,Urban Outfitters,Microfiber,2020,3526,10,6252,1086,156,497795
6187,Adidas,Tencel,2019,2589,21,6010,843,204,454263
6188,Nike,Microfiber,2020,4100,24,4473,739,247,432646
6189,Urban Outfitters,Polyester,2021,5520,16,6012,1164,285,559364
6190,Forever 21,Recycled Poly,2018,3894,12,6225,820,160,435718
6191,Urban Outfitters,Recycled Poly,2022,2008,25,6706,963,270,582700
6192,Forever 21,Polyester,2018,2578,23,4249,1452,238,522421
6193,Nike,Linen,2021,4511,20,5861,1474,243,537928
6194,Forever 21,Polyester,2019,3642,21,6574,1172,336,503938
6195,Forever 21,Synthetic Blend,2021,2480,9,7351,1297,344,582002
6196,Forever 21,Viscose,2019,5757,25,5156,1252,333,525438
6197,Nike,Recycled Poly,2019,2152,9,5183,1023,204,470750
6198,Nike,Cotton,2018,3960,14,4106,1174,158,420562
6199,Zara,Recycled Poly,2021,5638,20,5382,968,264,511020
6200,Adidas,Viscose,2021,4180,11,7884,1134,203,558675
6201,Adidas,Organic Cotton,2018,2652,24,7497,844,312,473037
6202,Zara,Cotton,2020,5952,14,4367,1186,194,521787
6203,Adidas,Wool,2019,2039,10,7206,1466,216,565067
6204,Zara,Tencel,2022,5316,11,4439,870,347,516294
6205,Forever 21,Polyester,2020,4294,16,4246,1107,231,598629
6206,Urban Outfitters,Linen,2019,2559,12,4546,1155,177,526081
6207,Forever 21,Nylon,2018,2576,23,5702,1139,209,516325
6208,Adidas,Nylon,2020,3047,22,5982,906,317,538384
6209,Zara,Nylon,2018,5502,9,7833,1104,286,527584
6210,Forever 21,Wool,2021,4045,22,7023,1014,175,496237
6211,Urban Outfitters,Cotton,2020,4346,22,6249,1282,235,470182
6212,Urban Outfitters,Synthetic Blend,2019,4608,14,5300,1170,263,519570
6213,Forever 21,Viscose,2022,5824,24,7322,1471,206,598392
6214,Forever 21,Organic Cotton,2018,4978,21,4139,929,335,462227
6215,Adidas,Wool,2021,2046,12,5085,1392,335,424448
6216,Forever 21,Organic Cotton,2018,5403,11,5438,1359,346,445584
6217,Forever 21,Viscose,2021,3622,13,4915,759,316,500466
6218,Urban Outfitters,Linen,2019,4558,22,4308,1418,173,514738
6219,Forever 21,Organic Cotton,2019,3685,25,7168,998,173,523165
6220,Adidas,Wool,2022,1941,22,4758,1260,338,553393
6221,Zara,Organic Cotton,2021,5057,10,6710,897,156,570913
6222,Forever 21,Polyester,2020,2486,25,4882,969,201,491856
6223,Forever 21,Cotton,2021,3845,19,5782,1240,165,556918
6224,Urban Outfitters,Linen,2022,3838,18,5995,848,225,488311
6225,Zara,Microfiber,2021,4975,13,4386,1249,275,496082
6226,Adidas,Polyester,2022,5134,18,6047,1008,183,577995
6227,Adidas,Recycled Poly,2021,3735,18,6140,1194,156,578344
6228,Adidas,Viscose,2020,2653,22,6752,872,293,574463
6229,Zara,Tencel,2020,4654,17,6155,858,246,456662
6230,Urban Outfitters,Linen,2019,3628,12,7528,891,236,556632
6231,Zara,Recycled Poly,2022,5608,21,5648,928,218,421840
6232,Nike,Nylon,2022,5423,17,5070,1178,258,509411
6233,Adidas,Recycled Poly,2020,5084,21,6113,1039,345,450100
6234,Urban Outfitters,Viscose,2019,2345,24,5518,773,268,447344
6235,Adidas,Organic Cotton,2019,4233,19,5067,1357,266,427645
6236,Nike,Polyester,2018,4703,23,5064,1399,235,558030
6237,Zara,Linen,2021,5236,18,6190,1170,282,498149
6238,Zara,Cotton,2022,3845,12,4732,1167,261,432179
6239,Urban Outfitters,Tencel,2019,3409,20,6484,993,288,466258
6240,Adidas,Synthetic Blend,2020,2838,18,7383,1475,288,560706
6241,Zara,Microfiber,2018,3348,20,7305,954,229,448281
6242,Urban Outfitters,Microfiber,2020,4351,22,4436,968,175,447053
6243,Forever 21,Wool,2018,2067,12,5199,1389,348,541235
6244,Adidas,Viscose,2018,3187,25,7356,1367,210,502151
6245,Forever 21,Synthetic Blend,2020,1867,12,4551,1169,271,439263
6246,Adidas,Linen,2021,2661,19,5577,1362,278,508630
6247,Adidas,Viscose,2018,2587,23,5154,977,274,569401
6248,Nike,Polyester,2022,1816,15,4117,1474,287,576002
6249,Adidas,Recycled Poly,2022,2166,21,5070,799,304,581931
6250,Urban Outfitters,Organic Cotton,2022,4220,10,4633,1411,294,484252
6251,Urban Outfitters,Microfiber,2020,4437,13,7364,1125,313,503620
6252,Forever 21,Linen,2019,1916,14,4974,1263,248,503950
6253,Urban Outfitters,Recycled Poly,2021,2158,9,6270,708,243,571942
6254,Forever 21,Polyester,2018,5989,9,4028,1415,213,420013
6255,Zara,Organic Cotton,2019,5536,13,6237,1106,284,545583
6256,Adidas,Wool,2019,2218,15,4041,1165,168,436099
6257,Forever 21,Nylon,2021,3193,14,4839,1424,301,542520
6258,Urban Outfitters,Wool,2021,3170,12,5500,975,167,511330
6259,Zara,Viscose,2022,2287,23,4010,1497,323,453263
